Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Address_TestSuite,Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:42:54,4m - 35.635s,PASSED
,,,,,,,
Test Cases/WEB/Address Management/Ensure My Address - add new address,Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:39:06,47.441s,PASSED
randomFirstName = custom.RandomData.generateRandomFirstName(),Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:38:18,0.051s,PASSED
randomEmail = custom.RandomData.generateRandomEmail(),Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:38:18,0.063s,PASSED
randomLastName = custom.RandomData.generateRandomLastName(),Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:38:18,0.004s,PASSED
randomPhone = custom.RandomData.generateRandomPhone(),Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:38:18,0.016s,PASSED
randomAddress = custom.RandomData.generateRandomAddress(),Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:38:18,0.008s,PASSED
randomCode = custom.RandomData.generateRandomCode(),Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:38:18,0.005s,PASSED
openBrowser(URL),Firefox 151.0.1,,,26-05-2026 14:38:18,26-05-2026 14:38:24,5.145s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Firefox 151.0.1,,,26-05-2026 14:38:24,26-05-2026 14:38:24,0.347s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Firefox 151.0.1,,,26-05-2026 14:38:24,26-05-2026 14:38:25,0.588s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Firefox 151.0.1,,,26-05-2026 14:38:25,26-05-2026 14:38:35,10.522s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Firefox 151.0.1,,,26-05-2026 14:38:35,26-05-2026 14:38:36,1.131s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Firefox 151.0.1,,,26-05-2026 14:38:36,26-05-2026 14:38:37,0.798s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Firefox 151.0.1,,,26-05-2026 14:38:37,26-05-2026 14:38:38,0.581s,PASSED
"click(findTestObject(""Address Management/Shipping Address/btn_My Address""))",Firefox 151.0.1,,,26-05-2026 14:38:38,26-05-2026 14:38:41,3.475s,PASSED
