Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_TestSuite,Chrome 148.0.7778.179,,,28-05-2026 10:22:27,28-05-2026 10:22:39,12.133s,PASSED
,,,,,,,
Test Cases/WEB/Login/Login with data Invalid Account,Chrome 148.0.7778.179,,,28-05-2026 10:22:27,28-05-2026 10:22:39,11.974s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,28-05-2026 10:22:27,28-05-2026 10:22:32,4.662s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,28-05-2026 10:22:32,28-05-2026 10:22:33,0.692s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,28-05-2026 10:22:33,28-05-2026 10:22:33,0.358s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi99982"")",Chrome 148.0.7778.179,,,28-05-2026 10:22:33,28-05-2026 10:22:34,1.397s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,28-05-2026 10:22:34,28-05-2026 10:22:35,0.823s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Chrome 148.0.7778.179,,,28-05-2026 10:22:35,28-05-2026 10:22:36,0.535s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,28-05-2026 10:22:36,28-05-2026 10:22:37,0.785s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,28-05-2026 10:22:37,28-05-2026 10:22:37,0.398s,PASSED
Video,Chrome 148.0.7778.179,,,28-05-2026 10:22:39,28-05-2026 10:22:39,0.001s,PASSED
