Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GuestUser_TestSuite,Chrome 148.0.7778.179,,,25-05-2026 17:42:08,25-05-2026 17:46:07,3m - 58.443s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure Continue button remains disabled when Verification Code field is empty,Chrome 148.0.7778.179,,,25-05-2026 17:42:08,25-05-2026 17:42:24,15.488s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,25-05-2026 17:42:08,25-05-2026 17:42:15,6.369s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,25-05-2026 17:42:15,25-05-2026 17:42:16,0.706s,PASSED
"click(findTestObject(""Checkout/Track Order/track your order""))",Chrome 148.0.7778.179,,,25-05-2026 17:42:16,25-05-2026 17:42:16,0.613s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 148.0.7778.179,,,25-05-2026 17:42:16,25-05-2026 17:42:18,1.608s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Verification Code""), """")",Chrome 148.0.7778.179,,,25-05-2026 17:42:18,25-05-2026 17:42:19,1.060s,PASSED
"click(findTestObject(""Guest User/Track Your Order/btn_Send""))",Chrome 148.0.7778.179,,,25-05-2026 17:42:19,25-05-2026 17:42:20,0.673s,PASSED
"verifyTextPresent(""The verification code has been sent, please check in the mailbox."", false)",Chrome 148.0.7778.179,,,25-05-2026 17:42:20,25-05-2026 17:42:20,0.689s,PASSED
"verifyElementHasAttribute(findTestObject(""Guest User/Track Your Order/btn_Continue""), ""disabled"", 5)",Chrome 148.0.7778.179,,,25-05-2026 17:42:20,25-05-2026 17:42:21,0.381s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,25-05-2026 17:42:21,25-05-2026 17:42:21,0.520s,PASSED
