Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_TestSuite,Chrome 148.0.7778.179,,,26-05-2026 15:40:12,26-05-2026 15:40:53,41.023s,PASSED
,,,,,,,
Test Cases/WEB/Login/Login with data Invalid Account,Chrome 148.0.7778.179,,,26-05-2026 15:40:12,26-05-2026 15:40:23,10.853s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:40:12,26-05-2026 15:40:16,3.878s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:16,26-05-2026 15:40:16,0.407s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:16,26-05-2026 15:40:17,0.600s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi99982"")",Chrome 148.0.7778.179,,,26-05-2026 15:40:17,26-05-2026 15:40:18,1.102s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,26-05-2026 15:40:18,26-05-2026 15:40:19,0.865s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:19,26-05-2026 15:40:19,0.527s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 15:40:19,26-05-2026 15:40:20,0.837s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 15:40:20,26-05-2026 15:40:21,0.359s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:40:23,26-05-2026 15:40:23,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Login/Login with data Invalid Password,Chrome 148.0.7778.179,,,26-05-2026 15:40:23,26-05-2026 15:40:32,9.076s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:40:23,26-05-2026 15:40:25,2.775s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:25,26-05-2026 15:40:26,0.275s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:26,26-05-2026 15:40:26,0.380s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 15:40:26,26-05-2026 15:40:27,1.064s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar1234568"")",Chrome 148.0.7778.179,,,26-05-2026 15:40:27,26-05-2026 15:40:28,0.840s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:28,26-05-2026 15:40:29,0.543s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 15:40:29,26-05-2026 15:40:29,0.781s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 15:40:29,26-05-2026 15:40:30,0.336s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:40:32,26-05-2026 15:40:32,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Login/Login with data valid,Chrome 148.0.7778.179,,,26-05-2026 15:40:32,26-05-2026 15:40:44,12.029s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:40:32,26-05-2026 15:40:35,2.859s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:35,26-05-2026 15:40:35,0.273s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:35,26-05-2026 15:40:35,0.389s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 15:40:35,26-05-2026 15:40:36,1.056s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,26-05-2026 15:40:36,26-05-2026 15:40:37,0.828s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:37,26-05-2026 15:40:38,0.520s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:38,26-05-2026 15:40:38,0.491s,PASSED
"verifyElementVisible(findTestObject(""Home Page/verify-succes-acount-login""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:38,26-05-2026 15:40:41,2.627s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 15:40:41,26-05-2026 15:40:41,0.490s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 15:40:41,26-05-2026 15:40:42,0.381s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:40:44,26-05-2026 15:40:44,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Login/Login with Empty Field Validation,Chrome 148.0.7778.179,,,26-05-2026 15:40:44,26-05-2026 15:40:53,8.885s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 15:40:44,26-05-2026 15:40:47,2.802s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:47,26-05-2026 15:40:47,0.270s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:47,26-05-2026 15:40:48,0.752s,PASSED
"setText(findTestObject(""Registration/field-account""), """")",Chrome 148.0.7778.179,,,26-05-2026 15:40:48,26-05-2026 15:40:49,1.028s,PASSED
"setText(findTestObject(""Registration/field-Password""), """")",Chrome 148.0.7778.179,,,26-05-2026 15:40:49,26-05-2026 15:40:49,0.571s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Chrome 148.0.7778.179,,,26-05-2026 15:40:49,26-05-2026 15:40:50,0.500s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 15:40:50,26-05-2026 15:40:50,0.480s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 15:40:50,26-05-2026 15:40:51,0.363s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 15:40:53,26-05-2026 15:40:53,0.001s,PASSED
