Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Checkout_TestSuite,Chrome 148.0.7778.179,,,26-05-2026 15:30:06,26-05-2026 15:33:22,3m - 15.309s,PASSED
,,,,,,,
Test Cases/WEB/Checkout/Checkout without payment,Chrome 148.0.7778.179,,,26-05-2026 15:30:06,26-05-2026 15:30:55,48.299s,PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,26-05-2026 15:30:07,26-05-2026 15:30:09,2.342s,PASSED
navigateToUrl(URL),Chrome 148.0.7778.179,,,26-05-2026 15:30:09,26-05-2026 15:30:11,1.935s,PASSED
maximizeWindow(),Chrome 148.0.7778.179,,,26-05-2026 15:30:11,26-05-2026 15:30:11,0.065s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:11,26-05-2026 15:30:12,0.370s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:12,26-05-2026 15:30:12,0.611s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 15:30:12,26-05-2026 15:30:13,1.095s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,26-05-2026 15:30:13,26-05-2026 15:30:14,0.834s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:14,26-05-2026 15:30:15,0.526s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:15,26-05-2026 15:30:15,0.493s,PASSED
"verifyElementVisible(findTestObject(""Home Page/verify-succes-acount-login""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:15,26-05-2026 15:30:18,2.533s,PASSED
"click(findTestObject(""Home Page/Search/icon-search""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:18,26-05-2026 15:30:19,1.496s,PASSED
"sendKeys(findTestObject(""Home Page/Search/field-search""), Keys.chord(""IPHONE 12 PRO MAX 128GB GOLD"", ENTER))",Chrome 148.0.7778.179,,,26-05-2026 15:30:19,26-05-2026 15:30:19,0.362s,PASSED
"verifyElementVisible(findTestObject(""Home Page/Search/verify-product-iphone-12 -pro""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:19,26-05-2026 15:30:22,2.696s,PASSED
"click(findTestObject(""Product and Cart/Add to cart/btn-product - IPHONE 12 PRO MAX 128GB GOLD""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:22,26-05-2026 15:30:22,0.312s,PASSED
"click(findTestObject(""Product and Cart/Add to cart/button_Add to Cart""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:22,26-05-2026 15:30:25,2.383s,PASSED
"waitForElementPresent(findTestObject(""Product and Cart/Add to cart/i_icon-cart""), 10)",Chrome 148.0.7778.179,,,26-05-2026 15:30:25,26-05-2026 15:30:25,0.469s,PASSED
"click(findTestObject(""Product and Cart/Add to cart/i_icon-cart""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:25,26-05-2026 15:30:26,0.734s,PASSED
"waitForElementVisible(findTestObject(""Checkout/Address/Address Ship To/btn_checkout""), 10)",Chrome 148.0.7778.179,,,26-05-2026 15:30:26,26-05-2026 15:30:27,1.088s,PASSED
"click(findTestObject(""Checkout/Address/Address Ship To/btn_checkout""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:27,26-05-2026 15:30:27,0.301s,PASSED
"click(findTestObject(""Checkout/Order Summary/Online Payment - Cradit Card""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:27,26-05-2026 15:30:29,1.492s,PASSED
"check(findTestObject(""Checkout/Order Summary/Checkbox__I accept""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:29,26-05-2026 15:30:30,1.509s,PASSED
"click(findTestObject(""Checkout/Order Summary/button_Checkout_Payment""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:30,26-05-2026 15:30:31,0.809s,PASSED
"waitForElementPresent(findTestObject(""Checkout/Page Checkout/iframe_Credit Card""), 10)",Chrome 148.0.7778.179,,,26-05-2026 15:30:31,26-05-2026 15:30:36,4.291s,PASSED
"click(findTestObject(""Checkout/Page Checkout/iframe_Credit Card""), STOP_ON_FAILURE)",Chrome 148.0.7778.179,,,26-05-2026 15:30:36,26-05-2026 15:30:37,1.058s,PASSED
delay(10),Chrome 148.0.7778.179,,,26-05-2026 15:30:37,26-05-2026 15:30:47,10.036s,PASSED
"setText(findTestObject(""Checkout/Page Checkout/field_cardNumber""), ""5156 8399 3770 6777"")",Chrome 148.0.7778.179,,,26-05-2026 15:30:47,26-05-2026 15:30:47,0.484s,PASSED
"setText(findTestObject(""Checkout/Page Checkout/field_cardExp""), ""0130"")",Chrome 148.0.7778.179,,,26-05-2026 15:30:47,26-05-2026 15:30:48,0.397s,PASSED
"setText(findTestObject(""Checkout/Page Checkout/field_cvv2""), ""993"")",Chrome 148.0.7778.179,,,26-05-2026 15:30:48,26-05-2026 15:30:48,0.364s,PASSED
"click(findTestObject(""Checkout/Order Summary/btn-closed-pay""))",Chrome 148.0.7778.179,,,26-05-2026 15:30:48,26-05-2026 15:30:48,0.300s,PASSED
waitForAlert(10),Chrome 148.0.7778.179,,,26-05-2026 15:30:48,26-05-2026 15:30:48,0.025s,PASSED
alertText = getAlertText(),Chrome 148.0.7778.179,,,26-05-2026 15:30:48,26-05-2026 15:30:48,0.013s,PASSED
comment(alertText),Chrome 148.0.7778.179,,,26-05-2026 15:30:48,26-05-2026 15:30:48,0.007s,PASSED
acceptAlert(),Chrome 148.0.7778.179,,,26-05-2026 15:30:48,26-05-2026 15:30:48,0.013s,PASSED
