Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login_TestSuite,Firefox 151.0.1,,,02-06-2026 09:04:03,02-06-2026 09:04:43,39.731s,PASSED
,,,,,,,
Test Cases/WEB/Login/Login with data Invalid Account,Firefox 151.0.1,,,02-06-2026 09:04:04,02-06-2026 09:04:43,38.914s,PASSED
openBrowser(URL),Firefox 151.0.1,,,02-06-2026 09:04:06,02-06-2026 09:04:20,14.619s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Firefox 151.0.1,,,02-06-2026 09:04:20,02-06-2026 09:04:22,1.422s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Firefox 151.0.1,,,02-06-2026 09:04:22,02-06-2026 09:04:23,1.069s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi99982"")",Firefox 151.0.1,,,02-06-2026 09:04:23,02-06-2026 09:04:33,10.320s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Firefox 151.0.1,,,02-06-2026 09:04:33,02-06-2026 09:04:34,1.095s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Firefox 151.0.1,,,02-06-2026 09:04:34,02-06-2026 09:04:35,0.767s,PASSED
delay(2),Firefox 151.0.1,,,02-06-2026 09:04:35,02-06-2026 09:04:37,2.125s,PASSED
takeScreenshot(),Firefox 151.0.1,,,02-06-2026 09:04:37,02-06-2026 09:04:38,0.532s,PASSED
closeBrowser(),Firefox 151.0.1,,,02-06-2026 09:04:38,02-06-2026 09:04:40,2.795s,PASSED
Start listener action : afterTestCase,Firefox 151.0.1,,,02-06-2026 09:04:40,02-06-2026 09:04:41,0.418s,ERROR
