Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Password_TestSuite,Chrome 148.0.7778.179,,,25-05-2026 17:49:29,25-05-2026 17:50:37,1m - 7.584s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user can update password using forget password feature,Chrome 148.0.7778.179,,,25-05-2026 17:49:30,25-05-2026 17:49:32,2.325s,PASSED
return null,Chrome 148.0.7778.179,,,25-05-2026 17:49:30,25-05-2026 17:49:30,0.004s,PASSED
Video,Chrome 148.0.7778.179,,,25-05-2026 17:49:32,25-05-2026 17:49:32,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot input invalid password length,Chrome 148.0.7778.179,,,25-05-2026 17:49:32,25-05-2026 17:49:52,20.024s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,25-05-2026 17:49:32,25-05-2026 17:49:40,7.901s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,25-05-2026 17:49:40,25-05-2026 17:49:41,1.382s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,25-05-2026 17:49:41,25-05-2026 17:49:42,0.707s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Forgot passwords""))",Chrome 148.0.7778.179,,,25-05-2026 17:49:42,25-05-2026 17:49:43,0.940s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Email""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,25-05-2026 17:49:43,25-05-2026 17:49:44,1.177s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Send validation code to email""), STOP_ON_FAILURE)",Chrome 148.0.7778.179,,,25-05-2026 17:49:44,25-05-2026 17:49:45,0.618s,PASSED
"waitForElementVisible(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), 10)",Chrome 148.0.7778.179,,,25-05-2026 17:49:45,25-05-2026 17:49:46,0.825s,PASSED
"verifyElementText(findTestObject(""Password/Page_Forgot Password/msg_ValidationCodeSuccess""), ""Validation code sent successfully!"")",Chrome 148.0.7778.179,,,25-05-2026 17:49:46,25-05-2026 17:49:46,0.362s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_Validation Code""), ""123456"")",Chrome 148.0.7778.179,,,25-05-2026 17:49:46,25-05-2026 17:49:47,0.888s,PASSED
"setText(findTestObject(""Password/Page_Forgot Password/txtField_New Password""), ""123"")",Chrome 148.0.7778.179,,,25-05-2026 17:49:47,25-05-2026 17:49:48,1.073s,PASSED
"click(findTestObject(""Password/Page_Forgot Password/btn_Reset Password""))",Chrome 148.0.7778.179,,,25-05-2026 17:49:48,25-05-2026 17:49:49,0.739s,PASSED
"verifyTextPresent(""Password length is 6-20 digits"", false)",Chrome 148.0.7778.179,,,25-05-2026 17:49:49,25-05-2026 17:49:49,0.500s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,25-05-2026 17:49:49,25-05-2026 17:49:50,0.532s,PASSED
