Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GuestUser_TestSuite,Chrome 149.0.7827.103,,,13-07-2026 15:25:10,13-07-2026 15:27:09,1m - 58.656s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure Continue button remains disabled when Verification Code field is empty,Chrome 149.0.7827.103,,,13-07-2026 15:25:10,13-07-2026 15:25:28,17.457s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,13-07-2026 15:25:11,13-07-2026 15:25:16,4.616s,PASSED
"setViewPortSize(1920, 1080)",Chrome 149.0.7827.103,,,13-07-2026 15:25:16,13-07-2026 15:25:16,0.186s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,13-07-2026 15:25:16,13-07-2026 15:25:19,3.073s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 149.0.7827.103,,,13-07-2026 15:25:19,13-07-2026 15:25:19,0.155s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,13-07-2026 15:25:19,13-07-2026 15:25:19,0.317s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Chrome 149.0.7827.103,,,13-07-2026 15:25:19,13-07-2026 15:25:20,0.595s,PASSED
"waitForElementClickable(findTestObject(""WEB/Checkout/Track Order/track your order""), 30)",Chrome 149.0.7827.103,,,13-07-2026 15:25:20,13-07-2026 15:25:20,0.390s,PASSED
"enhancedClick(findTestObject(""WEB/Checkout/Track Order/track your order""))",Chrome 149.0.7827.103,,,13-07-2026 15:25:20,13-07-2026 15:25:21,0.443s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,13-07-2026 15:25:21,13-07-2026 15:25:21,0.021s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), 30)",Chrome 149.0.7827.103,,,13-07-2026 15:25:21,13-07-2026 15:25:21,0.630s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 149.0.7827.103,,,13-07-2026 15:25:21,13-07-2026 15:25:22,1.021s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""), 30)",Chrome 149.0.7827.103,,,13-07-2026 15:25:22,13-07-2026 15:25:23,0.517s,PASSED
