Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Registration_TestSuite,Firefox 151.0.1,,,10-06-2026 14:56:07,10-06-2026 14:57:32,1m - 25.167s,PASSED
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Account,Firefox 151.0.1,,,10-06-2026 14:56:07,10-06-2026 14:56:28,20.404s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,10-06-2026 14:56:08,10-06-2026 14:56:12,4.101s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,10-06-2026 14:56:12,10-06-2026 14:56:12,0.389s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,10-06-2026 14:56:12,10-06-2026 14:56:15,2.573s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Firefox 151.0.1,,,10-06-2026 14:56:15,10-06-2026 14:56:15,0.780s,PASSED
"click(findTestObject(""WEB/Registration/icon-acount""))",Firefox 151.0.1,,,10-06-2026 14:56:15,10-06-2026 14:56:16,0.380s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Firefox 151.0.1,,,10-06-2026 14:56:16,10-06-2026 14:56:19,3.190s,PASSED
"click(findTestObject(""WEB/Registration/btn-create-new-account""))",Firefox 151.0.1,,,10-06-2026 14:56:19,10-06-2026 14:56:19,0.357s,PASSED
"setText(findTestObject(""WEB/Registration/field-Email""), ""agungpriyadi@gmail.com"")",Firefox 151.0.1,,,10-06-2026 14:56:19,10-06-2026 14:56:20,0.769s,PASSED
"setText(findTestObject(""WEB/Registration/field-account""), ""agungpriyadi"")",Firefox 151.0.1,,,10-06-2026 14:56:20,10-06-2026 14:56:21,0.746s,PASSED
"setText(findTestObject(""WEB/Registration/field-Password""), ""Laskar123456"")",Firefox 151.0.1,,,10-06-2026 14:56:21,10-06-2026 14:56:22,0.728s,PASSED
"click(findTestObject(""WEB/Registration/btn-sign-up""))",Firefox 151.0.1,,,10-06-2026 14:56:22,10-06-2026 14:56:22,0.561s,PASSED
delay(2),Firefox 151.0.1,,,10-06-2026 14:56:22,10-06-2026 14:56:24,2.019s,PASSED
"isDuplicateShown = verifyTextPresent(""Duplicated-unknown-error."", false, OPTIONAL)",Firefox 151.0.1,,,10-06-2026 14:56:24,10-06-2026 14:56:25,0.329s,PASSED
if (!(isDuplicateShown)),Firefox 151.0.1,,,10-06-2026 14:56:25,10-06-2026 14:56:25,0.003s,PASSED
closeBrowser(),Firefox 151.0.1,,,10-06-2026 14:56:25,10-06-2026 14:56:25,0.888s,PASSED
Start listener action : afterTestCase,Firefox 151.0.1,,,10-06-2026 14:56:25,10-06-2026 14:56:26,0.148s,FAILED
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Email,Firefox 151.0.1,,,10-06-2026 14:56:28,10-06-2026 14:56:46,17.860s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,10-06-2026 14:56:28,10-06-2026 14:56:31,2.946s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,10-06-2026 14:56:31,10-06-2026 14:56:31,0.358s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,10-06-2026 14:56:31,10-06-2026 14:56:34,2.514s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Firefox 151.0.1,,,10-06-2026 14:56:34,10-06-2026 14:56:34,0.309s,PASSED
"click(findTestObject(""WEB/Registration/icon-acount""))",Firefox 151.0.1,,,10-06-2026 14:56:34,10-06-2026 14:56:34,0.401s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Firefox 151.0.1,,,10-06-2026 14:56:34,10-06-2026 14:56:37,2.300s,PASSED
"waitForElementClickable(findTestObject(""WEB/Registration/btn-create-new-account""), 10)",Firefox 151.0.1,,,10-06-2026 14:56:37,10-06-2026 14:56:37,0.322s,PASSED
"click(findTestObject(""WEB/Registration/btn-create-new-account""))",Firefox 151.0.1,,,10-06-2026 14:56:37,10-06-2026 14:56:37,0.321s,PASSED
"setText(findTestObject(""WEB/Registration/field-Email""), ""agung.priyadi@gtech.digital"")",Firefox 151.0.1,,,10-06-2026 14:56:37,10-06-2026 14:56:38,0.717s,PASSED
"setText(findTestObject(""WEB/Registration/field-account""), ""agungpriyadi"")",Firefox 151.0.1,,,10-06-2026 14:56:38,10-06-2026 14:56:39,0.732s,PASSED
"setText(findTestObject(""WEB/Registration/field-Password""), ""Laskar123456"")",Firefox 151.0.1,,,10-06-2026 14:56:39,10-06-2026 14:56:39,0.725s,PASSED
"waitForElementClickable(findTestObject(""WEB/Registration/btn-sign-up""), 10)",Firefox 151.0.1,,,10-06-2026 14:56:39,10-06-2026 14:56:40,0.442s,PASSED
"click(findTestObject(""WEB/Registration/btn-sign-up""))",Firefox 151.0.1,,,10-06-2026 14:56:40,10-06-2026 14:56:40,0.352s,PASSED
delay(2),Firefox 151.0.1,,,10-06-2026 14:56:40,10-06-2026 14:56:42,2.005s,PASSED
"isDuplicateEmailShown = verifyTextPresent(""The mobile or email already exist."", false, OPTIONAL)",Firefox 151.0.1,,,10-06-2026 14:56:42,10-06-2026 14:56:43,0.330s,PASSED
if (!(isDuplicateEmailShown)),Firefox 151.0.1,,,10-06-2026 14:56:43,10-06-2026 14:56:43,0.002s,PASSED
closeBrowser(),Firefox 151.0.1,,,10-06-2026 14:56:43,10-06-2026 14:56:43,0.913s,PASSED
Start listener action : afterTestCase,Firefox 151.0.1,,,10-06-2026 14:56:43,10-06-2026 14:56:43,0.030s,FAILED
,,,,,,,
Test Cases/WEB/Registration/Register with invalid data (email or password),Firefox 151.0.1,,,10-06-2026 14:56:46,10-06-2026 14:57:09,22.970s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,10-06-2026 14:56:46,10-06-2026 14:56:49,3.149s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,10-06-2026 14:56:49,10-06-2026 14:56:49,0.374s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,10-06-2026 14:56:49,10-06-2026 14:56:52,2.492s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Firefox 151.0.1,,,10-06-2026 14:56:52,10-06-2026 14:56:52,0.581s,PASSED
"click(findTestObject(""WEB/Registration/icon-acount""))",Firefox 151.0.1,,,10-06-2026 14:56:52,10-06-2026 14:56:53,0.468s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Firefox 151.0.1,,,10-06-2026 14:56:53,10-06-2026 14:56:55,2.301s,PASSED
