Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Registration_TestSuite,Chrome 148.0.7778.179,,,26-05-2026 16:47:30,26-05-2026 16:48:27,56.805s,PASSED
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Account,Chrome 148.0.7778.179,,,26-05-2026 16:47:31,26-05-2026 16:47:46,14.937s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 16:47:31,26-05-2026 16:47:35,4.237s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:35,26-05-2026 16:47:35,0.363s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:35,26-05-2026 16:47:36,0.644s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Chrome 148.0.7778.179,,,26-05-2026 16:47:36,26-05-2026 16:47:38,2.376s,PASSED
"click(findTestObject(""Registration/btn-create-new-account""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:38,26-05-2026 16:47:39,0.310s,PASSED
"setText(findTestObject(""Registration/field-Email""), ""agungpriyadi@gmail.com"")",Chrome 148.0.7778.179,,,26-05-2026 16:47:39,26-05-2026 16:47:40,1.153s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 16:47:40,26-05-2026 16:47:41,0.798s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,26-05-2026 16:47:41,26-05-2026 16:47:42,0.820s,PASSED
"click(findTestObject(""Registration/btn-sign-up""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:42,26-05-2026 16:47:42,0.514s,PASSED
"verifyElementText(findTestObject(""Registration/verify-duplicate-account""), ""The account has already exist."")",Chrome 148.0.7778.179,,,26-05-2026 16:47:42,26-05-2026 16:47:43,0.780s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 16:47:43,26-05-2026 16:47:43,0.278s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 16:47:43,26-05-2026 16:47:43,0.355s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 16:47:46,26-05-2026 16:47:46,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Email,Chrome 148.0.7778.179,,,26-05-2026 16:47:46,26-05-2026 16:47:58,12.884s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 16:47:46,26-05-2026 16:47:49,2.929s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:49,26-05-2026 16:47:49,0.279s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:49,26-05-2026 16:47:49,0.382s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Chrome 148.0.7778.179,,,26-05-2026 16:47:49,26-05-2026 16:47:52,2.304s,PASSED
"click(findTestObject(""Registration/btn-create-new-account""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:52,26-05-2026 16:47:52,0.322s,PASSED
"setText(findTestObject(""Registration/field-Email""), ""agung.priyadi@gtech.digital"")",Chrome 148.0.7778.179,,,26-05-2026 16:47:52,26-05-2026 16:47:53,1.109s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 16:47:53,26-05-2026 16:47:54,0.804s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,26-05-2026 16:47:54,26-05-2026 16:47:55,0.798s,PASSED
"click(findTestObject(""Registration/btn-sign-up""))",Chrome 148.0.7778.179,,,26-05-2026 16:47:55,26-05-2026 16:47:55,0.501s,PASSED
"verifyElementText(findTestObject(""Registration/verify-duplicate-email""), ""The mobile or email already exist."")",Chrome 148.0.7778.179,,,26-05-2026 16:47:55,26-05-2026 16:47:56,0.762s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 16:47:56,26-05-2026 16:47:56,0.261s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 16:47:56,26-05-2026 16:47:56,0.338s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 16:47:58,26-05-2026 16:47:58,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Registration/Register with invalid data (email or password),Chrome 148.0.7778.179,,,26-05-2026 16:47:58,26-05-2026 16:48:15,16.251s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 16:47:59,26-05-2026 16:48:02,3.008s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:02,26-05-2026 16:48:02,0.267s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:02,26-05-2026 16:48:02,0.308s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Chrome 148.0.7778.179,,,26-05-2026 16:48:02,26-05-2026 16:48:04,2.319s,PASSED
"click(findTestObject(""Registration/btn-create-new-account""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:04,26-05-2026 16:48:05,0.320s,PASSED
"setText(findTestObject(""Registration/field-Email""), ""salahemailgmail.com"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:05,26-05-2026 16:48:06,1.098s,PASSED
"setText(findTestObject(""Registration/field-account""), """")",Chrome 148.0.7778.179,,,26-05-2026 16:48:06,26-05-2026 16:48:07,0.773s,PASSED
"setText(findTestObject(""Registration/field-Password""), """")",Chrome 148.0.7778.179,,,26-05-2026 16:48:07,26-05-2026 16:48:07,0.761s,PASSED
"click(findTestObject(""Registration/btn-sign-up""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:07,26-05-2026 16:48:08,0.519s,PASSED
"verifyElementText(findTestObject(""Registration/verify-Email""), ""Please enter a valid email address"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:08,26-05-2026 16:48:08,0.464s,PASSED
"verifyElementText(findTestObject(""Registration/verify-required""), ""Required"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:08,26-05-2026 16:48:09,0.250s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 16:48:09,26-05-2026 16:48:09,0.257s,PASSED
"setText(findTestObject(""Registration/field-Email""), ""agung.priyadi@gtech.digital"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:09,26-05-2026 16:48:10,0.787s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:10,26-05-2026 16:48:10,0.555s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Las"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:10,26-05-2026 16:48:11,0.780s,PASSED
"click(findTestObject(""Registration/btn-sign-up""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:11,26-05-2026 16:48:12,0.522s,PASSED
"verifyElementText(findTestObject(""Registration/verify-length""), ""Password length is 6-20 digits"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:12,26-05-2026 16:48:12,0.464s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 16:48:12,26-05-2026 16:48:12,0.254s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 16:48:12,26-05-2026 16:48:13,0.416s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 16:48:15,26-05-2026 16:48:15,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Registration/Register with true data,Chrome 148.0.7778.179,,,26-05-2026 16:48:15,26-05-2026 16:48:27,12.562s,PASSED
randomEmail = custom.RandomData.generateRandomEmail(),Chrome 148.0.7778.179,,,26-05-2026 16:48:15,26-05-2026 16:48:15,0.031s,PASSED
randomUsername = custom.RandomData.generateRandomUsername(),Chrome 148.0.7778.179,,,26-05-2026 16:48:15,26-05-2026 16:48:15,0.007s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 16:48:15,26-05-2026 16:48:18,2.811s,PASSED
maximizeWindow(),Chrome 148.0.7778.179,,,26-05-2026 16:48:18,26-05-2026 16:48:18,0.053s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:18,26-05-2026 16:48:18,0.248s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:18,26-05-2026 16:48:19,0.623s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Chrome 148.0.7778.179,,,26-05-2026 16:48:19,26-05-2026 16:48:21,2.309s,PASSED
"click(findTestObject(""Registration/btn-create-new-account""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:21,26-05-2026 16:48:21,0.307s,PASSED
"setText(findTestObject(""Registration/field-Email""), randomEmail)",Chrome 148.0.7778.179,,,26-05-2026 16:48:21,26-05-2026 16:48:22,1.134s,PASSED
"setText(findTestObject(""Registration/field-account""), randomUsername)",Chrome 148.0.7778.179,,,26-05-2026 16:48:22,26-05-2026 16:48:23,0.786s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,26-05-2026 16:48:23,26-05-2026 16:48:24,0.804s,PASSED
"click(findTestObject(""Registration/btn-sign-up""))",Chrome 148.0.7778.179,,,26-05-2026 16:48:24,26-05-2026 16:48:24,0.503s,PASSED
"comment(""Email used: "" + randomEmail)",Chrome 148.0.7778.179,,,26-05-2026 16:48:24,26-05-2026 16:48:24,0.011s,PASSED
"comment(""Username used: "" + randomUsername)",Chrome 148.0.7778.179,,,26-05-2026 16:48:24,26-05-2026 16:48:24,0.003s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 16:48:24,26-05-2026 16:48:25,0.479s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 16:48:25,26-05-2026 16:48:25,0.346s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 16:48:27,26-05-2026 16:48:27,0.001s,PASSED
