Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Password_TestSuite,Chrome 149.0.7827.103,,,13-07-2026 15:23:47,13-07-2026 15:25:05,1m - 18.324s,PASSED
,,,,,,,
Test Cases/WEB/Password/Ensure user cannot input invalid password length,Chrome 149.0.7827.103,,,13-07-2026 15:23:47,13-07-2026 15:24:10,22.897s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,13-07-2026 15:23:48,13-07-2026 15:23:52,4.142s,PASSED
maximizeWindow(),Chrome 149.0.7827.103,,,13-07-2026 15:23:52,13-07-2026 15:23:52,0.056s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,13-07-2026 15:23:52,13-07-2026 15:23:54,2.234s,PASSED
waitForPageLoad(20),Chrome 149.0.7827.103,,,13-07-2026 15:23:54,13-07-2026 15:23:54,0.167s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 15)",Chrome 149.0.7827.103,,,13-07-2026 15:23:54,13-07-2026 15:23:55,0.881s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Chrome 149.0.7827.103,,,13-07-2026 15:23:55,13-07-2026 15:23:55,0.306s,PASSED
"waitForElementClickable(findTestObject(""WEB/Registration/icon-acount""), 10)",Chrome 149.0.7827.103,,,13-07-2026 15:23:55,13-07-2026 15:23:56,0.375s,PASSED
"click(findTestObject(""WEB/Registration/icon-acount""))",Chrome 149.0.7827.103,,,13-07-2026 15:23:56,13-07-2026 15:23:56,0.434s,PASSED
"waitForElementClickable(findTestObject(""WEB/Password/Page_Forgot Password/btn_Forgot passwords""), 10)",Chrome 149.0.7827.103,,,13-07-2026 15:23:56,13-07-2026 15:23:57,0.856s,PASSED
"click(findTestObject(""WEB/Password/Page_Forgot Password/btn_Forgot passwords""))",Chrome 149.0.7827.103,,,13-07-2026 15:23:57,13-07-2026 15:23:58,0.409s,PASSED
"email = ""agung.priyadi@gtech.digital""",Chrome 149.0.7827.103,,,13-07-2026 15:23:58,13-07-2026 15:23:58,0.004s,PASSED
"waitForElementVisible(findTestObject(""WEB/Password/Page_Forgot Password/txtField_Email""), 10)",Chrome 149.0.7827.103,,,13-07-2026 15:23:58,13-07-2026 15:23:58,0.490s,PASSED
"setText(findTestObject(""WEB/Password/Page_Forgot Password/txtField_Email""), email)",Chrome 149.0.7827.103,,,13-07-2026 15:23:58,13-07-2026 15:23:59,0.847s,PASSED
"waitForElementClickable(findTestObject(""WEB/Password/Page_Forgot Password/btn_Send validation code to email""), 10)",Chrome 149.0.7827.103,,,13-07-2026 15:23:59,13-07-2026 15:23:59,0.416s,PASSED
"click(findTestObject(""WEB/Password/Page_Forgot Password/btn_Send validation code to email""))",Chrome 149.0.7827.103,,,13-07-2026 15:23:59,13-07-2026 15:24:00,0.381s,PASSED
delay(2),Chrome 149.0.7827.103,,,13-07-2026 15:24:00,13-07-2026 15:24:02,2.044s,PASSED
"successMsgShown = verifyTextPresent(""Validation code sent successfully!"", false, OPTIONAL)",Chrome 149.0.7827.103,,,13-07-2026 15:24:02,13-07-2026 15:24:02,0.314s,PASSED
if (!(successMsgShown)),Chrome 149.0.7827.103,,,13-07-2026 15:24:02,13-07-2026 15:24:02,0.003s,PASSED
"waitForElementVisible(findTestObject(""WEB/Password/Page_Forgot Password/txtField_Validation Code""), 10)",Chrome 149.0.7827.103,,,13-07-2026 15:24:02,13-07-2026 15:24:02,0.274s,PASSED
"setText(findTestObject(""WEB/Password/Page_Forgot Password/txtField_Validation Code""), ""123456"")",Chrome 149.0.7827.103,,,13-07-2026 15:24:02,13-07-2026 15:24:03,0.676s,PASSED
