Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Registration_TestSuite,Chrome 148.0.7778.179,,,29-05-2026 14:12:34,29-05-2026 14:14:11,1m - 36.217s,PASSED
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Account,Chrome 148.0.7778.179,,,29-05-2026 14:12:35,29-05-2026 14:13:05,30.094s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,29-05-2026 14:12:37,29-05-2026 14:12:47,10.098s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 148.0.7778.179,,,29-05-2026 14:12:47,29-05-2026 14:12:48,0.855s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,29-05-2026 14:12:48,29-05-2026 14:12:48,0.801s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Chrome 148.0.7778.179,,,29-05-2026 14:12:48,29-05-2026 14:12:49,0.867s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Chrome 148.0.7778.179,,,29-05-2026 14:12:49,29-05-2026 14:12:52,3.099s,PASSED
"click(findTestObject(""Registration/btn-create-new-account""))",Chrome 148.0.7778.179,,,29-05-2026 14:12:52,29-05-2026 14:12:53,0.721s,PASSED
"setText(findTestObject(""Registration/field-Email""), ""agungpriyadi@gmail.com"")",Chrome 148.0.7778.179,,,29-05-2026 14:12:53,29-05-2026 14:12:56,3.398s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Chrome 148.0.7778.179,,,29-05-2026 14:12:56,29-05-2026 14:12:58,1.212s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Chrome 148.0.7778.179,,,29-05-2026 14:12:58,29-05-2026 14:12:59,1.306s,PASSED
"click(findTestObject(""Registration/btn-sign-up""))",Chrome 148.0.7778.179,,,29-05-2026 14:12:59,29-05-2026 14:13:00,0.717s,PASSED
"verifyElementText(findTestObject(""Registration/verify-duplicate-account""), ""Duplicated-unknown-error."")",Chrome 148.0.7778.179,,,29-05-2026 14:13:00,29-05-2026 14:13:01,0.914s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,29-05-2026 14:13:01,29-05-2026 14:13:01,0.613s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,29-05-2026 14:13:01,29-05-2026 14:13:02,1.112s,PASSED
Start listener action : afterTestCase,Chrome 148.0.7778.179,,,29-05-2026 14:13:02,29-05-2026 14:13:03,0.606s,ERROR
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Email,Chrome 148.0.7778.179,,,29-05-2026 14:13:05,29-05-2026 14:13:25,20.148s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,29-05-2026 14:13:06,29-05-2026 14:13:09,3.023s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 148.0.7778.179,,,29-05-2026 14:13:09,29-05-2026 14:13:09,0.141s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,29-05-2026 14:13:09,29-05-2026 14:13:09,0.461s,PASSED
