Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GuestUser_TestSuite,Firefox 151.0.1,,,18-06-2026 09:48:44,18-06-2026 09:51:32,2m - 48.464s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure Continue button remains disabled when Verification Code field is empty,Firefox 151.0.1,,,18-06-2026 09:48:45,18-06-2026 09:49:11,26.564s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,18-06-2026 09:48:46,18-06-2026 09:48:53,7.353s,PASSED
"setViewPortSize(1920, 1080)",Firefox 151.0.1,,,18-06-2026 09:48:53,18-06-2026 09:48:54,0.633s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,18-06-2026 09:48:54,18-06-2026 09:49:00,6.143s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,18-06-2026 09:49:00,18-06-2026 09:49:01,0.815s,PASSED
waitForPageLoad(30),Firefox 151.0.1,,,18-06-2026 09:49:01,18-06-2026 09:49:01,0.773s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:01,18-06-2026 09:49:02,0.801s,PASSED
"waitForElementClickable(findTestObject(""WEB/Checkout/Track Order/track your order""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:02,18-06-2026 09:49:03,0.452s,PASSED
"enhancedClick(findTestObject(""WEB/Checkout/Track Order/track your order""))",Firefox 151.0.1,,,18-06-2026 09:49:03,18-06-2026 09:49:03,0.749s,PASSED
waitForPageLoad(30),Firefox 151.0.1,,,18-06-2026 09:49:03,18-06-2026 09:49:03,0.045s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:03,18-06-2026 09:49:04,0.359s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Firefox 151.0.1,,,18-06-2026 09:49:04,18-06-2026 09:49:05,0.978s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:05,18-06-2026 09:49:05,0.490s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""))",Firefox 151.0.1,,,18-06-2026 09:49:05,18-06-2026 09:49:06,0.475s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:06,18-06-2026 09:49:06,0.690s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), """")",Firefox 151.0.1,,,18-06-2026 09:49:06,18-06-2026 09:49:07,0.785s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_success_message""), 0)",Firefox 151.0.1,,,18-06-2026 09:49:07,18-06-2026 09:49:07,0.270s,PASSED
"verifyElementHasAttribute(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""), ""disabled"", 30)",Firefox 151.0.1,,,18-06-2026 09:49:07,18-06-2026 09:49:08,0.317s,PASSED
Start listener action : afterTestCase,Firefox 151.0.1,,,18-06-2026 09:49:08,18-06-2026 09:49:09,0.947s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure system displays error message for invalid verification code,Firefox 151.0.1,,,18-06-2026 09:49:11,18-06-2026 09:49:39,27.484s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,18-06-2026 09:49:11,18-06-2026 09:49:18,6.514s,PASSED
"setViewPortSize(1920, 1080)",Firefox 151.0.1,,,18-06-2026 09:49:18,18-06-2026 09:49:20,1.718s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,18-06-2026 09:49:20,18-06-2026 09:49:25,5.102s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,18-06-2026 09:49:25,18-06-2026 09:49:26,0.997s,PASSED
waitForPageLoad(30),Firefox 151.0.1,,,18-06-2026 09:49:26,18-06-2026 09:49:26,0.285s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:26,18-06-2026 09:49:27,0.704s,PASSED
"waitForElementClickable(findTestObject(""WEB/Checkout/Track Order/track your order""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:27,18-06-2026 09:49:27,0.605s,PASSED
"enhancedClick(findTestObject(""WEB/Checkout/Track Order/track your order""))",Firefox 151.0.1,,,18-06-2026 09:49:27,18-06-2026 09:49:28,0.938s,PASSED
waitForPageLoad(30),Firefox 151.0.1,,,18-06-2026 09:49:28,18-06-2026 09:49:28,0.084s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:28,18-06-2026 09:49:29,0.538s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Firefox 151.0.1,,,18-06-2026 09:49:29,18-06-2026 09:49:31,1.742s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:31,18-06-2026 09:49:31,0.545s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""))",Firefox 151.0.1,,,18-06-2026 09:49:31,18-06-2026 09:49:32,0.497s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_success_message""), 0)",Firefox 151.0.1,,,18-06-2026 09:49:32,18-06-2026 09:49:32,0.599s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:32,18-06-2026 09:49:33,0.290s,PASSED
"clearText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""))",Firefox 151.0.1,,,18-06-2026 09:49:33,18-06-2026 09:49:33,0.316s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), ""999999"")",Firefox 151.0.1,,,18-06-2026 09:49:33,18-06-2026 09:49:34,0.727s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""), 30)",Firefox 151.0.1,,,18-06-2026 09:49:34,18-06-2026 09:49:35,0.821s,PASSED
