Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Registration_TestSuite,Firefox 151.0.1,,,18-06-2026 09:39:51,18-06-2026 09:42:07,2m - 15.260s,PASSED
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Account,Firefox 151.0.1,,,18-06-2026 09:39:52,18-06-2026 09:40:25,33.003s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,18-06-2026 09:39:53,18-06-2026 09:40:01,7.855s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,18-06-2026 09:40:01,18-06-2026 09:40:02,0.646s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,18-06-2026 09:40:02,18-06-2026 09:40:07,4.815s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Firefox 151.0.1,,,18-06-2026 09:40:07,18-06-2026 09:40:08,1.197s,PASSED
"click(findTestObject(""WEB/Registration/icon-acount""))",Firefox 151.0.1,,,18-06-2026 09:40:08,18-06-2026 09:40:09,1.142s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Firefox 151.0.1,,,18-06-2026 09:40:09,18-06-2026 09:40:12,2.752s,PASSED
"click(findTestObject(""WEB/Registration/btn-create-new-account""))",Firefox 151.0.1,,,18-06-2026 09:40:12,18-06-2026 09:40:13,0.616s,PASSED
"setText(findTestObject(""WEB/Registration/field-Email""), ""agungpriyadi@gmail.com"")",Firefox 151.0.1,,,18-06-2026 09:40:13,18-06-2026 09:40:13,0.961s,PASSED
"setText(findTestObject(""WEB/Registration/field-account""), ""agungpriyadi"")",Firefox 151.0.1,,,18-06-2026 09:40:13,18-06-2026 09:40:15,1.046s,PASSED
"setText(findTestObject(""WEB/Registration/field-Password""), ""Laskar123456"")",Firefox 151.0.1,,,18-06-2026 09:40:15,18-06-2026 09:40:16,1.031s,PASSED
"click(findTestObject(""WEB/Registration/btn-sign-up""))",Firefox 151.0.1,,,18-06-2026 09:40:16,18-06-2026 09:40:16,0.821s,PASSED
delay(2),Firefox 151.0.1,,,18-06-2026 09:40:16,18-06-2026 09:40:18,2.021s,PASSED
"isDuplicateShown = verifyTextPresent(""Duplicated-unknown-error."", false, OPTIONAL)",Firefox 151.0.1,,,18-06-2026 09:40:18,18-06-2026 09:40:20,1.199s,PASSED
if (!(isDuplicateShown)),Firefox 151.0.1,,,18-06-2026 09:40:20,18-06-2026 09:40:20,0.030s,PASSED
closeBrowser(),Firefox 151.0.1,,,18-06-2026 09:40:20,18-06-2026 09:40:22,2.713s,PASSED
Start listener action : afterTestCase,Firefox 151.0.1,,,18-06-2026 09:40:22,18-06-2026 09:40:23,0.520s,FAILED
,,,,,,,
Test Cases/WEB/Registration/Register with duplicate Email,Firefox 151.0.1,,,18-06-2026 09:40:25,18-06-2026 09:40:49,23.311s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,18-06-2026 09:40:26,18-06-2026 09:40:28,2.495s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Firefox 151.0.1,,,18-06-2026 09:40:28,18-06-2026 09:40:29,0.459s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,18-06-2026 09:40:29,18-06-2026 09:40:31,2.593s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Firefox 151.0.1,,,18-06-2026 09:40:31,18-06-2026 09:40:32,0.688s,PASSED
"click(findTestObject(""WEB/Registration/icon-acount""))",Firefox 151.0.1,,,18-06-2026 09:40:32,18-06-2026 09:40:33,0.985s,PASSED
custom.BrowserHelper.closeFirefoxPopup(),Firefox 151.0.1,,,18-06-2026 09:40:33,18-06-2026 09:40:36,2.788s,PASSED
"waitForElementClickable(findTestObject(""WEB/Registration/btn-create-new-account""), 10)",Firefox 151.0.1,,,18-06-2026 09:40:36,18-06-2026 09:40:36,0.596s,PASSED
