Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GuestUser_TestSuite,Firefox 151.0.1,,,26-05-2026 14:46:38,26-05-2026 14:50:12,3m - 34.484s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure Continue button remains disabled when Verification Code field is empty,Firefox 151.0.1,,,26-05-2026 14:46:38,26-05-2026 14:46:52,14.669s,PASSED
openBrowser(URL),Firefox 151.0.1,,,26-05-2026 14:46:38,26-05-2026 14:46:45,7.190s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Firefox 151.0.1,,,26-05-2026 14:46:45,26-05-2026 14:46:46,0.363s,PASSED
"click(findTestObject(""Checkout/Track Order/track your order""))",Firefox 151.0.1,,,26-05-2026 14:46:46,26-05-2026 14:46:46,0.577s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Firefox 151.0.1,,,26-05-2026 14:46:46,26-05-2026 14:46:47,0.958s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Verification Code""), """")",Firefox 151.0.1,,,26-05-2026 14:46:47,26-05-2026 14:46:48,0.728s,PASSED
"click(findTestObject(""Guest User/Track Your Order/btn_Send""))",Firefox 151.0.1,,,26-05-2026 14:46:48,26-05-2026 14:46:48,0.523s,PASSED
"verifyTextPresent(""The verification code has been sent, please check in the mailbox."", false)",Firefox 151.0.1,,,26-05-2026 14:46:48,26-05-2026 14:46:49,0.628s,PASSED
"verifyElementHasAttribute(findTestObject(""Guest User/Track Your Order/btn_Continue""), ""disabled"", 5)",Firefox 151.0.1,,,26-05-2026 14:46:49,26-05-2026 14:46:49,0.244s,PASSED
takeScreenshot(),Firefox 151.0.1,,,26-05-2026 14:46:49,26-05-2026 14:46:49,0.259s,PASSED
closeBrowser(),Firefox 151.0.1,,,26-05-2026 14:46:50,26-05-2026 14:46:50,0.796s,PASSED
Video,Firefox 151.0.1,,,26-05-2026 14:46:52,26-05-2026 14:46:52,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure system displays error message for invalid verification code,Firefox 151.0.1,,,26-05-2026 14:46:52,26-05-2026 14:47:06,14.092s,PASSED
openBrowser(URL),Firefox 151.0.1,,,26-05-2026 14:46:52,26-05-2026 14:46:58,5.123s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Firefox 151.0.1,,,26-05-2026 14:46:58,26-05-2026 14:46:58,0.295s,PASSED
"click(findTestObject(""Checkout/Track Order/track your order""))",Firefox 151.0.1,,,26-05-2026 14:46:58,26-05-2026 14:46:59,0.764s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Firefox 151.0.1,,,26-05-2026 14:46:59,26-05-2026 14:47:00,0.974s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Verification Code""), """")",Firefox 151.0.1,,,26-05-2026 14:47:00,26-05-2026 14:47:00,0.750s,PASSED
"click(findTestObject(""Guest User/Track Your Order/btn_Send""))",Firefox 151.0.1,,,26-05-2026 14:47:00,26-05-2026 14:47:01,0.511s,PASSED
"verifyTextPresent(""The verification code has been sent, please check in the mailbox."", false)",Firefox 151.0.1,,,26-05-2026 14:47:01,26-05-2026 14:47:02,0.701s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Verification Code""), ""999999"")",Firefox 151.0.1,,,26-05-2026 14:47:02,26-05-2026 14:47:02,0.496s,PASSED
"waitForElementPresent(findTestObject(""Guest User/Track Your Order/btn_Continue""), 10)",Firefox 151.0.1,,,26-05-2026 14:47:02,26-05-2026 14:47:02,0.432s,PASSED
"click(findTestObject(""Guest User/Track Your Order/btn_Continue""))",Firefox 151.0.1,,,26-05-2026 14:47:02,26-05-2026 14:47:03,0.321s,PASSED
"verifyTextPresent(""Verification code error."", false)",Firefox 151.0.1,,,26-05-2026 14:47:03,26-05-2026 14:47:03,0.598s,PASSED
