Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Checkout_TestSuite,Firefox 151.0.1,,,26-05-2026 12:52:59,26-05-2026 12:57:59,5m - 0.069s,PASSED
,,,,,,,
Test Cases/WEB/Checkout/Checkout without payment,Firefox 151.0.1,,,26-05-2026 12:53:00,26-05-2026 12:54:05,1m - 5.387s,PASSED
"openBrowser("""")",Firefox 151.0.1,,,26-05-2026 12:53:00,26-05-2026 12:53:07,6.676s,PASSED
navigateToUrl(URL),Firefox 151.0.1,,,26-05-2026 12:53:07,26-05-2026 12:53:09,2.390s,PASSED
maximizeWindow(),Firefox 151.0.1,,,26-05-2026 12:53:09,26-05-2026 12:53:09,0.119s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Firefox 151.0.1,,,26-05-2026 12:53:09,26-05-2026 12:53:10,0.618s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Firefox 151.0.1,,,26-05-2026 12:53:10,26-05-2026 12:53:10,0.575s,PASSED
"setText(findTestObject(""Registration/field-account""), ""agungpriyadi"")",Firefox 151.0.1,,,26-05-2026 12:53:10,26-05-2026 12:53:21,10.401s,PASSED
"setText(findTestObject(""Registration/field-Password""), ""Laskar123456"")",Firefox 151.0.1,,,26-05-2026 12:53:21,26-05-2026 12:53:22,0.922s,PASSED
"click(findTestObject(""Login/btn-sign in""))",Firefox 151.0.1,,,26-05-2026 12:53:22,26-05-2026 12:53:22,0.616s,PASSED
"click(findTestObject(""Registration/icon-acount""))",Firefox 151.0.1,,,26-05-2026 12:53:22,26-05-2026 12:53:23,0.505s,PASSED
"verifyElementVisible(findTestObject(""Home Page/verify-succes-acount-login""))",Firefox 151.0.1,,,26-05-2026 12:53:23,26-05-2026 12:53:25,2.518s,PASSED
"click(findTestObject(""Home Page/Search/icon-search""))",Firefox 151.0.1,,,26-05-2026 12:53:25,26-05-2026 12:53:26,0.721s,PASSED
"sendKeys(findTestObject(""Home Page/Search/field-search""), Keys.chord(""IPHONE 12 PRO MAX 128GB GOLD"", ENTER))",Firefox 151.0.1,,,26-05-2026 12:53:26,26-05-2026 12:53:26,0.473s,PASSED
"verifyElementVisible(findTestObject(""Home Page/Search/verify-product-iphone-12 -pro""))",Firefox 151.0.1,,,26-05-2026 12:53:26,26-05-2026 12:53:29,2.881s,PASSED
"click(findTestObject(""Product and Cart/Add to cart/btn-product - IPHONE 12 PRO MAX 128GB GOLD""))",Firefox 151.0.1,,,26-05-2026 12:53:29,26-05-2026 12:53:30,0.384s,PASSED
"click(findTestObject(""Product and Cart/Add to cart/button_Add to Cart""))",Firefox 151.0.1,,,26-05-2026 12:53:30,26-05-2026 12:53:32,2.323s,PASSED
"waitForElementPresent(findTestObject(""Product and Cart/Add to cart/i_icon-cart""), 10)",Firefox 151.0.1,,,26-05-2026 12:53:32,26-05-2026 12:53:32,0.428s,PASSED
"click(findTestObject(""Product and Cart/Add to cart/i_icon-cart""))",Firefox 151.0.1,,,26-05-2026 12:53:32,26-05-2026 12:53:33,0.391s,PASSED
"waitForElementVisible(findTestObject(""Checkout/Address/Address Ship To/btn_checkout""), 10)",Firefox 151.0.1,,,26-05-2026 12:53:33,26-05-2026 12:53:34,1.603s,PASSED
"click(findTestObject(""Checkout/Address/Address Ship To/btn_checkout""))",Firefox 151.0.1,,,26-05-2026 12:53:34,26-05-2026 12:53:35,0.385s,PASSED
"click(findTestObject(""Checkout/Order Summary/Online Payment - Cradit Card""))",Firefox 151.0.1,,,26-05-2026 12:53:35,26-05-2026 12:53:38,3.373s,PASSED
"check(findTestObject(""Checkout/Order Summary/Checkbox__I accept""))",Firefox 151.0.1,,,26-05-2026 12:53:38,26-05-2026 12:53:39,0.916s,PASSED
"click(findTestObject(""Checkout/Order Summary/button_Checkout_Payment""))",Firefox 151.0.1,,,26-05-2026 12:53:39,26-05-2026 12:53:40,0.997s,PASSED
"waitForElementPresent(findTestObject(""Checkout/Page Checkout/iframe_Credit Card""), 10)",Firefox 151.0.1,,,26-05-2026 12:53:40,26-05-2026 12:53:45,4.785s,PASSED
"click(findTestObject(""Checkout/Page Checkout/iframe_Credit Card""), STOP_ON_FAILURE)",Firefox 151.0.1,,,26-05-2026 12:53:45,26-05-2026 12:53:46,0.796s,PASSED
delay(10),Firefox 151.0.1,,,26-05-2026 12:53:46,26-05-2026 12:53:56,10.102s,PASSED
