Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GuestUser_TestSuite,Chrome 149.0.7827.103,,,18-06-2026 09:32:55,18-06-2026 09:34:48,1m - 52.593s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure Continue button remains disabled when Verification Code field is empty,Chrome 149.0.7827.103,,,18-06-2026 09:32:56,18-06-2026 09:33:11,15.736s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,18-06-2026 09:32:56,18-06-2026 09:33:00,4.227s,PASSED
"setViewPortSize(1920, 1080)",Chrome 149.0.7827.103,,,18-06-2026 09:33:00,18-06-2026 09:33:01,0.166s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,18-06-2026 09:33:01,18-06-2026 09:33:03,2.786s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 149.0.7827.103,,,18-06-2026 09:33:03,18-06-2026 09:33:03,0.126s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,18-06-2026 09:33:03,18-06-2026 09:33:04,0.141s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:04,18-06-2026 09:33:04,0.421s,PASSED
"waitForElementClickable(findTestObject(""WEB/Checkout/Track Order/track your order""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:04,18-06-2026 09:33:04,0.335s,PASSED
"enhancedClick(findTestObject(""WEB/Checkout/Track Order/track your order""))",Chrome 149.0.7827.103,,,18-06-2026 09:33:04,18-06-2026 09:33:05,0.388s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,18-06-2026 09:33:05,18-06-2026 09:33:05,0.014s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:05,18-06-2026 09:33:05,0.689s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 149.0.7827.103,,,18-06-2026 09:33:05,18-06-2026 09:33:06,0.771s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:06,18-06-2026 09:33:07,0.485s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""))",Chrome 149.0.7827.103,,,18-06-2026 09:33:07,18-06-2026 09:33:07,0.332s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:07,18-06-2026 09:33:08,0.686s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), """")",Chrome 149.0.7827.103,,,18-06-2026 09:33:08,18-06-2026 09:33:08,0.616s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_success_message""), 0)",Chrome 149.0.7827.103,,,18-06-2026 09:33:08,18-06-2026 09:33:09,0.256s,PASSED
"verifyElementHasAttribute(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""), ""disabled"", 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:09,18-06-2026 09:33:09,0.277s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.103,,,18-06-2026 09:33:09,18-06-2026 09:33:09,0.438s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure system displays error message for invalid verification code,Chrome 149.0.7827.103,,,18-06-2026 09:33:11,18-06-2026 09:33:25,13.978s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,18-06-2026 09:33:12,18-06-2026 09:33:14,2.203s,PASSED
"setViewPortSize(1920, 1080)",Chrome 149.0.7827.103,,,18-06-2026 09:33:14,18-06-2026 09:33:14,0.120s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,18-06-2026 09:33:14,18-06-2026 09:33:16,2.247s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 149.0.7827.103,,,18-06-2026 09:33:16,18-06-2026 09:33:16,0.106s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,18-06-2026 09:33:16,18-06-2026 09:33:16,0.028s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:16,18-06-2026 09:33:17,0.309s,PASSED
"waitForElementClickable(findTestObject(""WEB/Checkout/Track Order/track your order""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:17,18-06-2026 09:33:17,0.326s,PASSED
"enhancedClick(findTestObject(""WEB/Checkout/Track Order/track your order""))",Chrome 149.0.7827.103,,,18-06-2026 09:33:17,18-06-2026 09:33:17,0.539s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,18-06-2026 09:33:17,18-06-2026 09:33:17,0.026s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:17,18-06-2026 09:33:18,0.685s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 149.0.7827.103,,,18-06-2026 09:33:18,18-06-2026 09:33:19,0.721s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:19,18-06-2026 09:33:19,0.504s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""))",Chrome 149.0.7827.103,,,18-06-2026 09:33:19,18-06-2026 09:33:20,0.327s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_success_message""), 0)",Chrome 149.0.7827.103,,,18-06-2026 09:33:20,18-06-2026 09:33:20,0.675s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:20,18-06-2026 09:33:21,0.255s,PASSED
"clearText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""))",Chrome 149.0.7827.103,,,18-06-2026 09:33:21,18-06-2026 09:33:21,0.274s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), ""999999"")",Chrome 149.0.7827.103,,,18-06-2026 09:33:21,18-06-2026 09:33:22,0.631s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""), 30)",Chrome 149.0.7827.103,,,18-06-2026 09:33:22,18-06-2026 09:33:22,0.475s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""))",Chrome 149.0.7827.103,,,18-06-2026 09:33:22,18-06-2026 09:33:22,0.308s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_error_invalid_code""), 0)",Chrome 149.0.7827.103,,,18-06-2026 09:33:22,18-06-2026 09:33:23,0.672s,PASSED
