Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GuestUser_TestSuite,Chrome 149.0.7827.103,,,07-07-2026 09:32:32,07-07-2026 09:34:27,1m - 55.488s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure Continue button remains disabled when Verification Code field is empty,Chrome 149.0.7827.103,,,07-07-2026 09:32:32,07-07-2026 09:32:53,20.321s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,07-07-2026 09:32:33,07-07-2026 09:32:39,5.762s,PASSED
"setViewPortSize(1920, 1080)",Chrome 149.0.7827.103,,,07-07-2026 09:32:39,07-07-2026 09:32:40,0.304s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,07-07-2026 09:32:40,07-07-2026 09:32:43,3.599s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 149.0.7827.103,,,07-07-2026 09:32:43,07-07-2026 09:32:44,0.338s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,07-07-2026 09:32:44,07-07-2026 09:32:44,0.464s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:44,07-07-2026 09:32:45,0.686s,PASSED
"waitForElementClickable(findTestObject(""WEB/Checkout/Track Order/track your order""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:45,07-07-2026 09:32:45,0.501s,PASSED
"enhancedClick(findTestObject(""WEB/Checkout/Track Order/track your order""))",Chrome 149.0.7827.103,,,07-07-2026 09:32:45,07-07-2026 09:32:46,0.747s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,07-07-2026 09:32:46,07-07-2026 09:32:46,0.052s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:46,07-07-2026 09:32:47,0.541s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 149.0.7827.103,,,07-07-2026 09:32:47,07-07-2026 09:32:48,1.220s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:48,07-07-2026 09:32:48,0.498s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""))",Chrome 149.0.7827.103,,,07-07-2026 09:32:48,07-07-2026 09:32:49,0.300s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:49,07-07-2026 09:32:49,0.648s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), """")",Chrome 149.0.7827.103,,,07-07-2026 09:32:49,07-07-2026 09:32:50,0.589s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_success_message""), 0)",Chrome 149.0.7827.103,,,07-07-2026 09:32:50,07-07-2026 09:32:50,0.240s,PASSED
"verifyElementHasAttribute(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""), ""disabled"", 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:50,07-07-2026 09:32:50,0.248s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.103,,,07-07-2026 09:32:50,07-07-2026 09:32:51,0.367s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure system displays error message for invalid verification code,Chrome 149.0.7827.103,,,07-07-2026 09:32:53,07-07-2026 09:33:05,12.592s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,07-07-2026 09:32:53,07-07-2026 09:32:54,1.624s,PASSED
"setViewPortSize(1920, 1080)",Chrome 149.0.7827.103,,,07-07-2026 09:32:54,07-07-2026 09:32:54,0.070s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,07-07-2026 09:32:54,07-07-2026 09:32:56,1.843s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 149.0.7827.103,,,07-07-2026 09:32:56,07-07-2026 09:32:56,0.044s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,07-07-2026 09:32:56,07-07-2026 09:32:56,0.018s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:56,07-07-2026 09:32:57,0.265s,PASSED
"waitForElementClickable(findTestObject(""WEB/Checkout/Track Order/track your order""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:57,07-07-2026 09:32:57,0.294s,PASSED
"enhancedClick(findTestObject(""WEB/Checkout/Track Order/track your order""))",Chrome 149.0.7827.103,,,07-07-2026 09:32:57,07-07-2026 09:32:58,0.638s,PASSED
waitForPageLoad(30),Chrome 149.0.7827.103,,,07-07-2026 09:32:58,07-07-2026 09:32:58,0.022s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:58,07-07-2026 09:32:58,0.677s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 149.0.7827.103,,,07-07-2026 09:32:58,07-07-2026 09:32:59,0.690s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:32:59,07-07-2026 09:32:59,0.498s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Send""))",Chrome 149.0.7827.103,,,07-07-2026 09:32:59,07-07-2026 09:33:00,0.311s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_success_message""), 0)",Chrome 149.0.7827.103,,,07-07-2026 09:33:00,07-07-2026 09:33:00,0.646s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:33:00,07-07-2026 09:33:01,0.237s,PASSED
"clearText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""))",Chrome 149.0.7827.103,,,07-07-2026 09:33:01,07-07-2026 09:33:01,0.263s,PASSED
"setText(findTestObject(""WEB/Guest User/Track Your Order/txtField_Verification Code""), ""999999"")",Chrome 149.0.7827.103,,,07-07-2026 09:33:01,07-07-2026 09:33:02,0.587s,PASSED
"waitForElementClickable(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""), 30)",Chrome 149.0.7827.103,,,07-07-2026 09:33:02,07-07-2026 09:33:02,0.471s,PASSED
"enhancedClick(findTestObject(""WEB/Guest User/Track Your Order/btn_Continue""))",Chrome 149.0.7827.103,,,07-07-2026 09:33:02,07-07-2026 09:33:02,0.264s,PASSED
"waitForElementVisible(findTestObject(""WEB/Guest User/Track Your Order/txtField_error_invalid_code""), 0)",Chrome 149.0.7827.103,,,07-07-2026 09:33:02,07-07-2026 09:33:03,0.675s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.103,,,07-07-2026 09:33:03,07-07-2026 09:33:03,0.341s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure user can explore the website commerce as a guest,Chrome 149.0.7827.103,,,07-07-2026 09:33:05,07-07-2026 09:34:18,1m - 12.675s,PASSED
"openBrowser("""")",Chrome 149.0.7827.103,,,07-07-2026 09:33:05,07-07-2026 09:33:07,1.343s,PASSED
custom.BrowserHelper.setupBrowserWindow(),Chrome 149.0.7827.103,,,07-07-2026 09:33:07,07-07-2026 09:33:07,0.057s,PASSED
"setViewPortSize(1920, 1080)",Chrome 149.0.7827.103,,,07-07-2026 09:33:07,07-07-2026 09:33:07,0.028s,PASSED
enableSmartWait(),Chrome 149.0.7827.103,,,07-07-2026 09:33:07,07-07-2026 09:33:07,0.009s,PASSED
navigateToUrl(URL),Chrome 149.0.7827.103,,,07-07-2026 09:33:07,07-07-2026 09:33:09,1.812s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/header_digibox""), 15)",Chrome 149.0.7827.103,,,07-07-2026 09:33:09,07-07-2026 09:33:09,0.255s,PASSED
"verifyElementVisible(findTestObject(""WEB/Home Page/header_digibox""))",Chrome 149.0.7827.103,,,07-07-2026 09:33:09,07-07-2026 09:33:10,0.669s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), 10)",Chrome 149.0.7827.103,,,07-07-2026 09:33:10,07-07-2026 09:33:10,0.242s,PASSED
"mouseOver(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), STOP_ON_FAILURE)",Chrome 149.0.7827.103,,,07-07-2026 09:33:10,07-07-2026 09:33:10,0.410s,PASSED
"click(findTestObject(""WEB/Home Page/Page Iphone/sub-menu-iPhone 14 Pro Max""))",Chrome 149.0.7827.103,,,07-07-2026 09:33:10,07-07-2026 09:33:11,0.312s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), 10)",Chrome 149.0.7827.103,,,07-07-2026 09:33:11,07-07-2026 09:33:11,0.658s,PASSED
"mouseOver(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), STOP_ON_FAILURE)",Chrome 149.0.7827.103,,,07-07-2026 09:33:11,07-07-2026 09:33:12,0.393s,PASSED
"click(findTestObject(""WEB/Home Page/Page Iphone/sub-menu-iPhone 13 Pro Max""))",Chrome 149.0.7827.103,,,07-07-2026 09:33:12,07-07-2026 09:33:12,0.637s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), 10)",Chrome 149.0.7827.103,,,07-07-2026 09:33:12,07-07-2026 09:33:14,1.708s,PASSED
"mouseOver(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), STOP_ON_FAILURE)",Chrome 149.0.7827.103,,,07-07-2026 09:33:14,07-07-2026 09:33:14,0.372s,PASSED
"click(findTestObject(""WEB/Home Page/Page Iphone/sub-menu-iPhone 13 Pro""))",Chrome 149.0.7827.103,,,07-07-2026 09:33:14,07-07-2026 09:33:15,0.284s,PASSED
"waitForElementVisible(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), 10)",Chrome 149.0.7827.103,,,07-07-2026 09:33:15,07-07-2026 09:33:16,1.706s,PASSED
"mouseOver(findTestObject(""WEB/Home Page/Page Iphone/menu-iphone""), STOP_ON_FAILURE)",Chrome 149.0.7827.103,,,07-07-2026 09:33:16,07-07-2026 09:33:17,0.362s,PASSED
