Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GuestUser_TestSuite,Chrome 148.0.7778.179,,,26-05-2026 16:37:37,26-05-2026 16:42:32,4m - 55.319s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure Continue button remains disabled when Verification Code field is empty,Chrome 148.0.7778.179,,,26-05-2026 16:37:37,26-05-2026 16:37:48,10.789s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 16:37:37,26-05-2026 16:37:41,3.815s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 16:37:41,26-05-2026 16:37:41,0.327s,PASSED
"click(findTestObject(""Checkout/Track Order/track your order""))",Chrome 148.0.7778.179,,,26-05-2026 16:37:41,26-05-2026 16:37:42,0.344s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 148.0.7778.179,,,26-05-2026 16:37:42,26-05-2026 16:37:43,1.071s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Verification Code""), """")",Chrome 148.0.7778.179,,,26-05-2026 16:37:43,26-05-2026 16:37:44,0.788s,PASSED
"click(findTestObject(""Guest User/Track Your Order/btn_Send""))",Chrome 148.0.7778.179,,,26-05-2026 16:37:44,26-05-2026 16:37:44,0.533s,PASSED
"verifyTextPresent(""The verification code has been sent, please check in the mailbox."", false)",Chrome 148.0.7778.179,,,26-05-2026 16:37:44,26-05-2026 16:37:45,0.692s,PASSED
"verifyElementHasAttribute(findTestObject(""Guest User/Track Your Order/btn_Continue""), ""disabled"", 5)",Chrome 148.0.7778.179,,,26-05-2026 16:37:45,26-05-2026 16:37:45,0.248s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 16:37:45,26-05-2026 16:37:45,0.293s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 16:37:45,26-05-2026 16:37:46,0.366s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 16:37:48,26-05-2026 16:37:48,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure system displays error message for invalid verification code,Chrome 148.0.7778.179,,,26-05-2026 16:37:48,26-05-2026 16:37:59,10.979s,PASSED
openBrowser(URL),Chrome 148.0.7778.179,,,26-05-2026 16:37:48,26-05-2026 16:37:50,2.554s,PASSED
"verifyElementVisible(findTestObject(""Home Page/header_digibox""))",Chrome 148.0.7778.179,,,26-05-2026 16:37:50,26-05-2026 16:37:51,0.250s,PASSED
"click(findTestObject(""Checkout/Track Order/track your order""))",Chrome 148.0.7778.179,,,26-05-2026 16:37:51,26-05-2026 16:37:51,0.320s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Email""), ""agung.priyadi@gtech.digital"")",Chrome 148.0.7778.179,,,26-05-2026 16:37:51,26-05-2026 16:37:52,1.158s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Verification Code""), """")",Chrome 148.0.7778.179,,,26-05-2026 16:37:52,26-05-2026 16:37:53,0.788s,PASSED
"click(findTestObject(""Guest User/Track Your Order/btn_Send""))",Chrome 148.0.7778.179,,,26-05-2026 16:37:53,26-05-2026 16:37:53,0.525s,PASSED
"verifyTextPresent(""The verification code has been sent, please check in the mailbox."", false)",Chrome 148.0.7778.179,,,26-05-2026 16:37:53,26-05-2026 16:37:54,0.677s,PASSED
"setText(findTestObject(""Guest User/Track Your Order/txtField_Verification Code""), ""999999"")",Chrome 148.0.7778.179,,,26-05-2026 16:37:54,26-05-2026 16:37:55,0.559s,PASSED
"waitForElementPresent(findTestObject(""Guest User/Track Your Order/btn_Continue""), 10)",Chrome 148.0.7778.179,,,26-05-2026 16:37:55,26-05-2026 16:37:55,0.443s,PASSED
"click(findTestObject(""Guest User/Track Your Order/btn_Continue""))",Chrome 148.0.7778.179,,,26-05-2026 16:37:55,26-05-2026 16:37:55,0.294s,PASSED
"verifyTextPresent(""Verification code error."", false)",Chrome 148.0.7778.179,,,26-05-2026 16:37:55,26-05-2026 16:37:56,0.691s,PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,26-05-2026 16:37:56,26-05-2026 16:37:56,0.289s,PASSED
closeBrowser(),Chrome 148.0.7778.179,,,26-05-2026 16:37:56,26-05-2026 16:37:57,0.330s,PASSED
Video,Chrome 148.0.7778.179,,,26-05-2026 16:37:59,26-05-2026 16:37:59,0.001s,PASSED
,,,,,,,
Test Cases/WEB/Guest User/Ensure user can access track order page as a guest,Chrome 148.0.7778.179,,,26-05-2026 16:39:32,26-05-2026 16:40:56,1m - 24.265s,PASSED
randomEmail = custom.RandomData.generateRandomEmail(),Chrome 148.0.7778.179,,,26-05-2026 16:39:32,26-05-2026 16:39:32,0.004s,PASSED
randomFirstName = custom.RandomData.generateRandomFirstName(),Chrome 148.0.7778.179,,,26-05-2026 16:39:32,26-05-2026 16:39:32,0.002s,PASSED
randomLastName = custom.RandomData.generateRandomLastName(),Chrome 148.0.7778.179,,,26-05-2026 16:39:32,26-05-2026 16:39:32,0.001s,PASSED
